Bowler,ReleaseY External,ReleaseZ External
MVT Fernando,0.7904595,1.8603839
ER Bamber,0.8049626,2.0450251
ER Bamber,0.9196644,2.0839009
ER Bamber,0.8301048,2.0392749
ER Bamber,0.9482127,2.0711151
ER Bamber,0.8669603,2.0616008
ER Bamber,0.8651896,2.1075433
ER Bamber,0.9598644,2.0981811
ER Bamber,0.8595206,2.0901154
MVT Fernando,0.9173602,2.0138973
ER Bamber,0.9509936,2.04145
ER Bamber,0.8876418,2.0896753
ER Bamber,0.9259822,2.0317582
ER Bamber,0.890543,2.0772245
ER Bamber,0.8214795,1.9949436
ER Bamber,0.911668,2.0737992
ER Bamber,0.8096489,2.0362108
ER Bamber,0.8556089,2.0512869
MVT Fernando,0.7393413,1.9811218
MVT Fernando,0.8710998,2.0485613
ER Bamber,0.9301692,2.0566192
ER Bamber,0.909573,1.9937248
ER Bamber,0.9034742,2.0224088
ER Bamber,0.914419,2.0734662
ER Bamber,0.7235784,1.9958519
EG Barnard,1.0085237,2.0879678
EG Barnard,1.0629365,2.0920432
ER Bamber,0.8922864,2.04522
ER Bamber,0.8716495,2.0560776
ER Bamber,0.8400012,2.0602175
ER Bamber,0.986278,2.0029764
ER Bamber,0.8613565,2.0485101
EG Barnard,1.033457,2.0817205
EG Barnard,0.8734722,1.9161031
EG Barnard,1.0227416,2.0558091
EG Barnard,0.8923983,2.00158
EG Barnard,1.0449762,2.095425
MG Booth,-0.7311193,2.0028894
MG Booth,-0.750599,2.0263475
MG Booth,-0.7813703,2.0319657
MG Booth,-0.7464583,2.0181551
MG Booth,-0.7805933,2.0801801
EG Barnard,1.0357531,2.0490607
EG Barnard,1.1059305,2.1061156
EG Barnard,1.0641327,2.0933646
EG Barnard,0.9721513,2.0558099
EG Barnard,0.9623196,2.0326943
MG Booth,-0.762048,2.0520086
MG Booth,-0.7778861,2.0164739
MG Booth,-0.7351759,2.0153999
MG Booth,-0.7776702,2.0646431
MG Booth,-0.8278803,2.0596399
MG Booth,-0.8208333,2.0330998
ER Bamber,0.8047914,2.068178
ER Bamber,0.9067922,2.0968033
ER Bamber,0.9595469,2.0704092
ER Bamber,0.8995007,2.059379
ER Bamber,0.826547,2.0550618
ER Bamber,0.8915938,2.0596483
MG Booth,-0.7700325,1.9980209
ER Bamber,-0.8626914,2.07894
ER Bamber,-0.8426756,2.0894426
ER Bamber,-0.8096852,2.1079278
ER Bamber,-0.8059493,2.055136
ER Bamber,-0.8253262,2.0666869
ER Bamber,0.9890777,2.0752562
ER Bamber,0.9137846,2.0854447
ER Bamber,0.8084286,2.0812835
ER Bamber,0.7918577,2.0509024
ER Bamber,0.8294189,1.9883224
ER Bamber,0.9087144,2.0693977
ER Bamber,0.8994021,2.0865835
ER Bamber,0.919011,2.0820676
ER Bamber,0.8008666,2.1017868
ER Bamber,0.9487316,2.1078838
ER Bamber,0.8327048,2.0175941
ER Bamber,0.7826232,2.0631214
ER Bamber,0.9601799,2.0716041
ER Bamber,0.8667218,2.1043598
ER Bamber,0.7375236,2.0331323
ER Bamber,0.8540934,2.072544
ER Bamber,0.8246542,2.1143257
ER Bamber,0.7999098,2.1156667
ER Bamber,0.8311962,2.091317
ER Bamber,0.8919539,2.1330768
ER Bamber,0.9281681,2.1208603
ER Bamber,0.7635803,2.0628328
ER Bamber,0.7969713,2.1105777
ER Bamber,0.8133968,2.1202618
ER Bamber,0.8843186,2.1189189
ER Bamber,0.9483062,2.1245994
ER Bamber,0.8513463,2.1233839
ER Bamber,0.9046273,2.0824892
ER Bamber,0.824644,2.0215918
ER Bamber,0.8242938,2.0715598
ER Bamber,0.7629797,2.0750857
ER Bamber,0.6843695,2.0634654
ER Bamber,0.8157706,2.076666
MVT Fernando,0.7360722,1.9485957
MVT Fernando,0.7955318,2.0245046
MVT Fernando,0.7803564,2.0183214
MVT Fernando,0.8264814,1.9841647
MVT Fernando,0.6879062,1.9706519
MVT Fernando,0.8108036,1.9137461
MVT Fernando,0.752919,1.9953144
MVT Fernando,0.8282089,1.8985957
MVT Fernando,0.877929,1.9417837
MVT Fernando,0.7482801,1.992127
MVT Fernando,0.7252984,1.9784812
MVT Fernando,-0.9001029,1.9409401
MVT Fernando,-0.8950491,1.9463023
MVT Fernando,-0.738085,1.8954691
MVT Fernando,-0.6463179,1.9586351
TC Ali,-0.6063692,2.1381595
TC Ali,-0.5650941,2.1440042
TC Ali,-0.5540212,2.0513136
TC Ali,-0.6961396,2.1479511
TC Ali,-0.4867863,2.0929889
TC Ali,-0.5174143,2.1062306
TC Ali,-0.6637946,2.1496701
TC Ali,-0.6041551,2.1735075
TC Ali,1.1620845,2.1382658
TC Ali,1.1507058,2.1289796
TC Ali,-0.5245089,2.1238642
TC Ali,1.0922618,2.1486577
TC Ali,1.1493726,2.1072623
TC Ali,1.1182678,2.1323004
TC Ali,1.3202502,2.2029357
TC Ali,1.2293377,2.1305568
TC Ali,-0.4292772,2.0918382
TC Ali,-0.6762212,2.124644
TC Ali,-0.6356499,2.1049396
TC Ali,-0.6934079,2.1304023
TC Ali,1.1251798,2.0787267
TC Ali,1.1579229,2.137724
TC Ali,1.2896882,2.1240109
TC Ali,-0.5223965,2.1229142
TC Ali,-0.5224715,2.1026705
TC Ali,1.287334,2.1350841
TC Ali,-0.5412492,2.0939474
TC Ali,-0.5555651,2.1346221
TC Ali,1.259939,2.114801
TC Ali,1.3204412,2.1278592
TC Ali,-0.4913941,2.1300537
TC Ali,-0.5518718,2.1227169
TC Ali,1.1587862,2.1044758
TC Ali,1.1894016,2.0958026
TC Ali,1.1196352,2.1061209
TC Ali,1.1735754,2.1038441
TC Ali,1.2105676,2.0751616
TC Ali,-0.5316171,2.0906045
TC Ali,-0.5169985,2.1088883
TC Ali,1.1209877,2.1099669
TC Ali,-0.6084209,2.1014269
TC Ali,-0.7060587,2.1005842
TC Ali,1.1023587,2.1272113
TC Ali,1.1617164,2.1208096
TC Ali,1.1467048,2.1078312
TC Ali,-0.6478041,2.0806485
TC Ali,-0.672951,2.0995528
TC Ali,-0.6293535,2.1229483
TC Ali,-0.6485757,2.1053868
TC Ali,1.236301,2.0770913
TC Ali,-0.5145418,2.0664032
TC Ali,-0.5782204,2.0835815
TC Ali,-0.7823654,2.1028523
TC Ali,-0.5783836,2.0598846
TC Ali,-0.6220942,2.0973589
RM Yates,0.9575249,2.2920763
RM Yates,-0.6422999,2.2778977
RM Yates,0.8333837,2.2891235
RM Yates,0.8675446,2.2520595
RM Yates,-0.6832585,2.29196
RM Yates,0.9060657,2.2853592
RM Yates,1.0287506,2.3228567
RM Yates,0.8394852,2.2964877
RM Yates,-0.6619221,2.2866616
RM Yates,-0.721517,2.3285074
RM Yates,-0.7059217,2.3357436
RM Yates,-0.7445902,2.3593848
RM Yates,-0.717079,2.3212422
RM Yates,-0.6762848,2.3605403
RM Yates,-0.7900876,2.3158592
RM Yates,-0.6999406,2.3192877
RM Yates,-0.7072443,2.3307435
RM Yates,-0.718079,2.3009082
RM Yates,-0.7923276,2.3515887
MJ Potts,-0.8253013,2.122738
MJ Potts,-0.9901794,2.0836732
MJ Potts,-1.0135822,2.103659
MJ Potts,-0.953215,1.980553
MJ Potts,-1.0011548,2.0934686
MJ Potts,-0.9630068,2.0884276
MJ Potts,-0.9848946,2.1260076
MJ Potts,-1.0438383,2.0676376
MJ Potts,-0.9850604,2.1054167
MJ Potts,-0.7814584,2.0683062
MJ Potts,-0.7914427,2.1032308
MJ Potts,-0.827523,2.0875944
MJ Potts,-0.7791066,2.0452004
MJ Potts,-0.7785718,2.0475297
MJ Potts,-0.7898522,2.0633951
MJ Potts,-0.9241355,2.03846
MJ Potts,-0.9488774,2.0926038
MJ Potts,-0.8934392,2.0852201
MJ Potts,-0.9726685,2.0775651
MJ Potts,-0.950665,2.0988341
MJ Potts,-1.037708,2.0613843
MJ Potts,-1.0267741,1.9355879
MJ Potts,-0.9697282,2.048438
MJ Potts,-1.0207338,1.9836043
MJ Potts,-0.9836955,2.026825
MJ Potts,-0.7388071,2.0350029
MJ Potts,-1.0216172,2.077658
MJ Potts,-1.1133067,2.1100712
MJ Potts,-1.0495931,2.0525764
MJ Potts,-1.013969,2.0677955
MJ Potts,-1.0342515,2.0811164
MJ Potts,-1.1592936,2.0936628
MJ Potts,-0.9964127,2.0714276
MJ Potts,-0.9924948,2.0592643
MJ Potts,-1.0848449,2.0498229
BJ Doggett,-0.4231275,2.0438015
BJ Doggett,-0.322345,1.9473753
BJ Doggett,-0.4641864,1.9797081
BJ Doggett,-0.5195495,2.0715293
BJ Doggett,-0.5951433,2.0514213
BJ Doggett,-0.5451731,2.0303266
BJ Doggett,-0.5883023,2.0530378
BJ Doggett,-0.6309222,2.0280524
BJ Doggett,-0.5505684,2.032688
BJ Doggett,-0.4966998,2.0486548
BJ Doggett,-0.500794,1.9359455
BJ Doggett,-0.5205752,2.0754296
BJ Doggett,-0.56634,2.0635301
BJ Doggett,-0.6046064,2.176495
BJ Doggett,-0.5734427,2.0710984
BJ Doggett,-0.5781182,2.0943714
BJ Doggett,-0.5559381,2.053312
BJ Doggett,-0.5386053,1.9381712
BJ Doggett,-0.4825412,2.0169829
BJ Doggett,-0.5897869,2.0468207
BJ Doggett,-0.4763729,1.9751205
BJ Doggett,-0.5897579,2.0654183
BJ Doggett,-0.5302394,2.0043725
BJ Doggett,-0.5081125,1.9983213
BJ Doggett,-0.5681438,2.0618071
BJ Doggett,-0.5236388,1.9388169
BJ Doggett,-0.5598302,2.0342948
MJ Potts,-0.9312619,2.0518543
MJ Potts,-1.0555967,2.0946539
MJ Potts,-1.0120886,2.1446688
MJ Potts,-1.0454138,2.0950042
MJ Potts,-0.8610173,2.0806762
MJ Potts,-0.9895421,2.0728959
MJ Potts,-1.0291064,2.0959221
MJ Potts,-1.0419792,2.0551119
MJ Potts,-1.017913,2.0666834
MJ Potts,-0.994866,2.0199861
MJ Potts,-1.0300475,2.1254995
MJ Potts,-0.9588474,2.1131312
MJ Potts,-0.9667163,2.145235
MJ Potts,-1.1881178,2.1447533
MJ Potts,-1.0327107,2.1051218
MJ Potts,-1.1119932,2.1530672
BJ Doggett,-0.560389,2.1210836
BJ Doggett,-0.5414348,2.1086054
BJ Doggett,-0.4855088,2.0919548
BJ Doggett,-0.5211827,2.0572933
BJ Doggett,-0.5151375,2.0664272
BJ Doggett,-0.5345164,2.0656676
BJ Doggett,-0.4209476,2.0532488
BJ Doggett,-0.4654515,2.0538529
BJ Doggett,-0.4774388,2.0579355
BJ Doggett,-0.4298917,2.0660081
BJ Doggett,-0.4907812,1.9981822
BJ Doggett,-0.4444316,2.0528718
BJ Doggett,-0.4344457,2.0647301
BJ Doggett,-0.3480624,2.0379526
BJ Doggett,-0.4987668,2.0944567
BA Raine,-0.6582776,2.0792228
BA Raine,-0.6376378,2.087692
BA Raine,-0.61112,2.0703366
BA Raine,-0.6521131,2.0794967
BA Raine,-0.6282891,2.0811111
BA Raine,-0.6843681,2.0557669
BA Raine,-0.6469418,2.0811841
BA Raine,-0.6063079,2.0643298
BA Raine,-0.6546252,2.0586673
BA Raine,-0.6478099,2.0778928
BA Raine,-0.6522181,2.0889689
BA Raine,-0.6747743,2.0800671
BA Raine,-0.6530032,2.0747782
BA Raine,-0.6169464,2.0720713
BA Raine,-0.6683712,2.0843818
BA Raine,-0.6579263,2.0597728
MJ Potts,-0.9285631,2.1029281
MJ Potts,-0.889379,2.0232427
MJ Potts,-1.2569688,1.8919233
MJ Potts,-1.0382534,2.0719324
BJ Doggett,-0.5328452,2.1540329
BJ Doggett,-0.5285364,2.1145041
BJ Doggett,-0.4514553,2.0779852
BJ Doggett,-0.4179405,2.1261945
BJ Doggett,-0.5806345,2.1331653
BJ Doggett,-0.5060682,2.1211613
BJ Doggett,-0.4781882,2.1371663
BJ Doggett,-0.4782294,2.104294
BJ Doggett,-0.4973291,2.126499
BJ Doggett,-0.5603514,2.1207724
MJ Potts,-1.0003076,2.0901119
MJ Potts,-1.0629333,1.9995211
MJ Potts,-1.0118433,2.1257972
MJ Potts,-0.8809423,2.1002654
MJ Potts,-0.9842926,2.1035078
MJ Potts,0.6410321,2.1196988
BJ Doggett,-0.5436936,2.1978486
BJ Doggett,-0.5440299,2.1455763
BJ Doggett,-0.5069109,2.1383739
BJ Doggett,-0.6034376,2.1386004
BJ Doggett,-0.5590387,2.1488758
BJ Doggett,-0.5508608,2.1624061
BJ Doggett,-0.5821162,2.1609296
MJ Potts,-1.1662109,2.1983523
MJ Potts,-1.0180686,2.1052894
MJ Potts,-1.0327818,2.131813
MJ Potts,-1.1202786,2.1975389
MJ Potts,-1.0598444,2.1102737
MJ Potts,-1.0474798,2.1036313
MJ Potts,-1.0939789,2.1025363
MJ Potts,-1.0314403,2.0931594
MJ Potts,-1.0997353,2.1457796
MJ Potts,-1.1597955,2.1302727
MJ Potts,-0.9982434,2.1120088
MJ Potts,-1.0260265,2.1400924
JA Porter,-0.8557842,2.0208336
JA Porter,-0.9750673,2.0466035
JA Porter,-0.9227103,2.0424458
JA Porter,-0.8375742,1.8856881
JA Porter,-0.9196851,1.9979851
JA Porter,-0.9070161,2.0514975
SJ Cook,0.968971,2.1491601
SJ Cook,-0.6602225,2.0543472
SJ Cook,-0.7547881,2.1523524
SJ Cook,-0.6692056,2.1483888
SJ Cook,-0.751949,2.0802116
SJ Cook,-0.7713047,2.1098741
JA Porter,0.9343954,2.0428603
JA Porter,0.9249357,2.0813533
JA Porter,0.9078077,2.0752327
JA Porter,-0.9144961,2.0178555
JA Porter,-0.8268192,1.885488
JA Porter,-0.9813206,2.0668722
SJ Cook,0.9723561,2.0673575
SJ Cook,0.9837557,2.1167355
SJ Cook,0.9541174,2.1384918
SJ Cook,0.9527531,2.1020956
SJ Cook,0.9854133,2.1079859
SJ Cook,0.9915515,2.2153202
JA Porter,-0.9214951,2.0510908
JA Porter,-0.907353,2.0270581
JA Porter,-0.8504319,1.9951424
JA Porter,-1.0164781,2.0734492
JA Porter,-0.8774931,2.0320612
JA Porter,-0.8707644,2.0251579
SJ Cook,0.9618581,2.132054
SJ Cook,0.9754737,2.1384168
SJ Cook,0.922596,2.1058509
SJ Cook,1.008044,2.1268845
SJ Cook,0.9529938,2.1089441
SJ Cook,1.0282812,2.1463386
JA Porter,-0.8947724,2.0069011
JA Porter,-0.8866681,2.015182
JA Porter,-0.9513983,2.0662945
JA Porter,-1.0143164,2.2271496
JA Porter,-1.0258475,1.9862389
JA Porter,-1.0199757,2.0568398
SJ Cook,-0.8016104,2.1698075
SJ Cook,-0.7201254,2.1227831
SJ Cook,-0.7855761,2.1386985
SJ Cook,-0.6304681,2.0409045
SJ Cook,-0.7341502,2.0307714
SJ Cook,-0.7303695,2.073939
JA Porter,0.9252668,2.064655
JA Porter,-0.8623071,2.0018101
JA Porter,-0.9709428,2.0011031
JA Porter,-0.9267479,2.007567
JA Porter,-0.9514708,2.0579683
JA Porter,-0.9716993,2.0299817
SJ Cook,0.9420629,2.1086527
SJ Cook,0.9698317,2.1167685
SJ Cook,0.9009248,2.1420118
SJ Cook,-0.7924655,2.1274986
SJ Cook,-0.9468631,2.2004646
SJ Cook,-0.838576,2.191649
JA Porter,0.8696695,2.0853572
JA Porter,-0.9881114,2.0600771
JA Porter,-0.9630241,2.0376238
JA Porter,-0.9256544,2.0792883
JA Porter,-0.8981699,2.0175073
JA Porter,-0.9291959,2.054062
SJ Cook,-0.7192538,2.0739151
SJ Cook,-0.6939428,2.0681612
SJ Cook,-0.7615912,2.1394119
SJ Cook,-0.7349882,2.1042596
SJ Cook,-0.7616534,2.1110105
SJ Cook,-0.7615648,2.1224844
JA Porter,0.8799118,2.0904483
JA Porter,0.8878124,2.0653603
JA Porter,-0.9435641,2.0956167
JA Porter,-0.9877763,2.0926515
JA Porter,-1.024035,2.0465752
JA Porter,-0.8891673,2.0230551
NRM Thain,0.6564754,2.0507552
NRM Thain,0.613583,2.0248766
NRM Thain,-1.0398931,2.0370024
NRM Thain,-1.0058714,2.1374486
NRM Thain,0.671303,2.0246918
S Snater,-0.9215377,2.0378896
S Snater,-1.0279466,2.1007834
S Snater,-0.9641563,2.1052878
S Snater,-1.0190057,2.1036348
S Snater,-1.0183837,2.0771454
S Snater,-0.8842429,2.0574025
S Snater,-1.024248,2.0968974
NRM Thain,0.699717,2.0464353
NRM Thain,0.6876923,2.0407552
NRM Thain,0.6576772,1.9277409
NRM Thain,0.6461983,1.9965554
NRM Thain,-0.919307,2.0173205
S Snater,0.9354742,2.1115253
S Snater,0.9540053,2.0522143
S Snater,0.8631608,2.0301641
S Snater,0.8685322,2.1093262
S Snater,0.8748941,2.0629916
S Snater,0.8638895,2.0654954
NRM Thain,-0.9310768,2.1408102
NRM Thain,-0.9206659,2.0085534
NRM Thain,0.7705972,2.0768927
NRM Thain,0.6465959,2.0020223
NRM Thain,0.6244637,1.9830859
NRM Thain,-1.0298261,2.0668966
S Snater,0.8967239,2.0608992
S Snater,0.8348783,2.0528931
S Snater,-1.1441198,2.0995618
S Snater,-1.2134542,2.0998439
S Snater,-1.091001,2.0829785
S Snater,-0.9896921,2.0838122
NRM Thain,0.7163305,2.0502573
NRM Thain,0.7005218,2.0264308
NRM Thain,0.7368673,2.0854366
NRM Thain,-1.0457324,2.0556069
NRM Thain,-1.0373478,2.0011771
S Snater,0.9064911,2.0390799
S Snater,0.8731529,2.0632392
S Snater,0.8457107,2.0458415
S Snater,0.8711556,2.0933475
S Snater,-1.0330303,2.1106172
S Snater,-0.9857412,2.057282
SJ Cook,0.9433728,2.1145763
SJ Cook,0.9252163,2.1314124
SJ Cook,0.9413257,2.0548334
SJ Cook,-0.7733475,2.0189795
SJ Cook,-0.6984792,1.9813669
S Snater,-1.0190831,2.0964968
S Snater,-0.975539,2.0841785
S Snater,-1.0257517,2.0805472
S Snater,-0.9304502,2.0362782
S Snater,-1.0112201,2.0799417
SJ Cook,-0.8346555,2.231972
SJ Cook,-0.7156331,2.0955398
SJ Cook,-0.7722053,2.1068982
SJ Cook,-0.6737892,2.1277626
SJ Cook,-0.7307425,2.0812381
SJ Cook,-0.740875,2.0138397
JA Porter,-0.9577352,2.1254084
JA Porter,-0.9919634,2.0158408
JA Porter,-0.904792,2.047521
JA Porter,-0.9475868,2.0829802
JA Porter,-0.8926707,2.043322
JA Porter,-0.9063112,2.0865053
SJ Cook,-0.7683971,2.0453223
SJ Cook,-0.6282605,2.0858991
SJ Cook,-0.7302488,2.0963287
SJ Cook,-0.7432362,2.1250662
SJ Cook,-0.6706901,2.0864698
SJ Cook,-0.7286222,2.052428
JA Porter,-0.938813,2.0984311
JA Porter,-0.9658668,2.0716999
JA Porter,-0.9938119,2.1010377
JA Porter,-1.112868,2.031734
JA Porter,-1.0459733,2.093717
SJ Cook,-0.6843895,1.9900148
SJ Cook,-0.7124754,2.0930638
SJ Cook,-0.6923804,2.1130844
SJ Cook,-0.7912294,2.1292712
SJ Cook,-0.7215243,2.0905686
SJ Cook,-0.6994301,2.1042487
JA Porter,-0.9129635,2.0771045
JA Porter,-0.9291388,2.0402925
JA Porter,-0.9822625,2.046211
JA Porter,-0.9674191,2.0449204
JA Porter,-0.9428737,2.1127561
JA Porter,-0.9463526,2.0419433
SJ Cook,-0.6386393,2.0296645
SJ Cook,-0.6767844,2.0455979
SJ Cook,-0.7880886,2.1572107
SJ Cook,-0.6243002,2.0408271
SJ Cook,-0.7895077,2.1104218
JA Porter,-1.1654052,2.1093949
JA Porter,-0.9788962,2.0803629
JA Porter,-0.9385513,2.0625606
JA Porter,-1.0152481,2.0787247
JA Porter,-1.0139241,2.0912321
JA Porter,-1.1137656,2.0585892
SJ Cook,-0.665238,2.0520007
SJ Cook,-0.7711322,2.1046627
SJ Cook,-0.7366524,2.0901373
SJ Cook,-0.6780003,2.116317
JA Porter,-0.9653254,2.0572693
JA Porter,-1.0196343,2.0941265
JA Porter,-0.8901953,2.0394091
JA Porter,-1.0943048,2.0472693
JA Porter,-0.8879211,2.0511524
JA Porter,-0.9514439,2.0825722
SJ Cook,-0.6950527,2.1773967
SJ Cook,-0.6509018,2.0773984
SJ Cook,-0.7907051,2.0517482
SJ Cook,-0.6470534,2.0750059
SJ Cook,-0.6784057,2.0798931
SJ Cook,-0.7490183,2.1432911
JA Porter,-0.9279867,2.0862702
JA Porter,-0.9705755,2.0527351
JA Porter,-0.9681632,2.0675123
JA Porter,-1.0061558,1.9889201
JA Porter,-0.9387495,2.0603246
JA Porter,-0.9214467,2.0169822
NRM Thain,-0.9749935,2.0056105
NRM Thain,-1.1047613,2.0824667
NRM Thain,-0.9120154,2.0294493
NRM Thain,-0.9845884,2.0139685
S Snater,-0.9814214,2.093307
S Snater,-1.0993455,2.1264583
S Snater,-0.9967111,2.0888821
S Snater,-0.9191574,2.1041109
S Snater,-1.0867078,2.1467954
S Snater,-0.9878389,2.117383
NRM Thain,-0.8519891,2.0009095
NRM Thain,-0.8441695,1.8880399
NRM Thain,-0.8480956,1.9965782
NRM Thain,-0.9134887,1.9690924
NRM Thain,-0.8505198,2.0272533
S Snater,-1.0388915,2.0667591
S Snater,-1.0348823,2.0722995
S Snater,-1.0168747,2.0676222
S Snater,-1.2438885,2.0998709
S Snater,-1.2965365,2.0950502
S Snater,-1.2015332,2.0890459
NRM Thain,-0.9977799,2.115112
NRM Thain,-0.9746937,1.9709189
NRM Thain,-1.001711,2.0100151
NRM Thain,-1.0233282,2.0250241
NRM Thain,-0.9364988,2.0618277
SR Harmer,-0.5486576,2.4069737
SR Harmer,-0.5358481,2.3917601
SR Harmer,0.9951891,2.3702076
SR Harmer,1.0630753,2.3852762
SR Harmer,1.0086805,2.3736443
SR Harmer,1.0253899,2.3544746
S Snater,-0.9927731,2.0636929
S Snater,-0.9818273,2.0713439
S Snater,-1.0028926,2.060706
S Snater,-0.9743096,2.0860588
S Snater,-1.0325657,2.1335144
S Snater,-1.1348932,2.1017348
SR Harmer,1.0115342,2.4115982
SR Harmer,1.0496051,2.3630153
SR Harmer,0.8865463,2.3853487
SR Harmer,0.9872564,2.3798345
SR Harmer,0.9846535,2.3705712
SR Harmer,0.9741184,2.3903629
S Snater,-0.8441587,2.0589336
S Snater,-1.0010768,2.0732606
S Snater,-0.9048631,2.0936851
S Snater,-0.8813042,2.0842118
S Snater,-0.7907939,2.0618298
S Snater,-1.0025125,2.0996932
SR Harmer,0.9933971,2.3976442
SR Harmer,1.004148,2.3728018
SR Harmer,1.0182732,2.3748514
SR Harmer,1.0490483,2.4145577
S Snater,-1.0017483,2.1464471
S Snater,-1.0068243,2.1187516
S Snater,-0.9171917,2.0924166
S Snater,-1.0347574,2.0831263
S Snater,-1.047409,2.0720263
JA Porter,-0.9730542,2.0852193
JA Porter,-0.9815236,2.1105182
JA Porter,-0.9753757,2.0850312
JA Porter,-1.1622962,2.1021675
JA Porter,-1.0003491,2.0623331
SJ Cook,-0.6005469,2.0160213
SJ Cook,-0.6652361,2.0312256
SJ Cook,-0.7142304,2.061358
SJ Cook,-0.7083658,2.0899992
SJ Cook,-0.7114921,2.08402
SJ Cook,-0.7849751,2.1325065
JA Porter,-0.9818333,2.0964025
JA Porter,-0.9402755,2.0656466
JA Porter,-0.9106435,2.0732157
JA Porter,-0.9519996,2.099469
JA Porter,-0.9915587,2.0954413
JA Porter,-0.9574782,2.0747842
SJ Cook,-0.6943633,2.0806286
SJ Cook,-0.7084355,2.0482754
SJ Cook,-0.7436474,2.0789821
SJ Cook,-0.8206871,2.1834853
SJ Cook,-0.6570767,2.1333374
SJ Cook,-0.9009876,2.1761358
JA Porter,-1.0074798,1.9919227
JA Porter,-1.0772876,2.0672416
JA Porter,-1.1702415,2.061139
JA Porter,-1.0473347,2.064575
JA Porter,-1.113377,2.0857775
JA Porter,-1.3070239,1.977096
SJ Cook,-0.769028,2.1832815
SJ Cook,-0.7011481,2.0801809
SJ Cook,-0.6486459,2.1668686
SJ Cook,-0.6628089,2.0733814
SJ Cook,-0.7554702,2.2753984
SJ Cook,-0.7243172,2.1296887
SR Harmer,0.9948648,2.4018927
SR Harmer,1.0386428,2.4158275
SR Harmer,0.9439358,2.3862282
SR Harmer,0.862906,2.3814806
S Snater,-1.0883584,2.1105546
S Snater,-1.2088859,2.1647606
S Snater,-1.109176,2.1335436
S Snater,-1.0891648,2.097786
S Snater,-1.1146743,2.0920024
S Snater,-1.0262768,2.0804195
SR Harmer,0.954052,2.3609428
SR Harmer,-0.6209215,2.473963
SR Harmer,1.0767224,2.3833901
SR Harmer,1.0354456,2.3551015
SR Harmer,1.0561165,2.401773
S Snater,-1.0737293,2.0639834
S Snater,-1.0812061,2.0587114
S Snater,-1.0323705,2.0740696
S Snater,-0.7818429,2.0990781
MJJ Critchley,-0.4479058,2.3025162
MJJ Critchley,-0.5237836,2.2462815
MJJ Critchley,-0.5406472,2.2705326
MJJ Critchley,-0.5440912,2.2335826
MJJ Critchley,-0.5341957,2.2571236
MJJ Critchley,-0.5223175,2.251625
S Snater,-0.9083191,2.1430704
S Snater,-1.0552641,2.1597528
S Snater,-1.053859,2.0238758
S Snater,-0.9128123,2.0918395
S Snater,-0.8835014,2.0198247
MJJ Critchley,-0.6527727,2.2574862
MJJ Critchley,-0.5625515,2.276305
MJJ Critchley,-0.5707813,2.276859
MJJ Critchley,-0.6168081,2.3261983
MJJ Critchley,-0.5558876,2.2805383
S Snater,-1.0370805,2.2239249
S Snater,-1.0965813,2.1493146
S Snater,-0.8988879,2.06788
S Snater,-0.9931754,2.0521272
S Snater,-0.8796212,2.0823711
SR Harmer,1.0367143,2.4430288
SR Harmer,0.988678,2.398085
SR Harmer,1.1775065,2.3940205
SR Harmer,0.9389506,2.3895731
SR Harmer,-0.6330941,2.4241909
SR Harmer,-0.6829103,2.4663029
MJJ Critchley,-0.5790311,2.2193287
MJJ Critchley,-0.3908176,2.1569698
SR Harmer,0.9865315,2.3970724
SR Harmer,0.9865856,2.3943021
SR Harmer,0.9606932,2.4159543
SR Harmer,-0.5973249,2.4547489
SR Harmer,-0.6304441,2.4112734
SR Harmer,0.9600133,2.3730483
MJJ Critchley,-0.491633,2.1798901
MJJ Critchley,-0.4973245,2.2039654
MJJ Critchley,-0.6655315,2.1967499
MJJ Critchley,-0.4801714,2.2936666
MJJ Critchley,-0.4494205,2.2379119
MJJ Critchley,-0.552685,2.2099792
NRM Thain,-1.0492292,2.1670272
NRM Thain,-0.9375164,2.1394716
NRM Thain,-1.09262,2.1738916
NRM Thain,-1.055339,2.1602857
S Snater,-0.9435595,2.1364927
S Snater,-0.9417262,2.1230931
S Snater,-0.9944127,2.1060224
S Snater,-0.9448059,2.1207694
S Snater,-0.9523966,2.1024203
S Snater,-0.9677566,2.1447174
NRM Thain,-1.1257865,2.2118361
NRM Thain,-0.9067298,2.1822903
NRM Thain,-1.0188726,2.129936
NRM Thain,-1.2202643,2.1758567
S Snater,-0.8985735,2.0833097
S Snater,-0.917121,2.1132315
S Snater,-0.9063662,2.0592661
S Snater,-0.9451452,2.100175
S Snater,-0.888351,2.1034253
S Snater,-1.1775989,2.1517957
NRM Thain,-1.0519931,2.1062487
NRM Thain,-1.0285524,2.0062665
NRM Thain,-1.0263613,2.0941074
NRM Thain,-1.1176007,2.1226845
NRM Thain,-1.0312444,2.0845259
S Snater,-0.9240869,2.1361555
S Snater,-0.9462392,2.0745088
S Snater,-0.9458381,2.0735743
S Snater,-0.8222122,2.1589025
S Snater,-0.8068115,2.0146601
S Snater,-1.1169225,2.1058247
MJJ Critchley,-0.4479821,2.1848093
MJJ Critchley,-0.5328721,2.2289535
MJJ Critchley,-0.5355265,2.2488932
S Snater,-0.9632517,2.1127002
S Snater,-0.9478244,2.0729226
S Snater,-1.124414,2.0996656
S Snater,-0.9441056,2.0711784
