Bowler,External PitchX,External PitchY
BA Hutton,7.6114747,-0.1927337
BA Hutton,6.4346512,-0.2877186
BA Hutton,7.7895486,-0.2795883
LW James,7.5562951,-0.3524846
LW James,7.1210682,-0.16195
LW James,7.3510926,-0.3590741
LW James,7.2588802,-0.1712663
LW James,8.4271594,-0.2526935
LW James,8.4775251,-0.4032888
BA Hutton,6.4853051,0.0848959
BA Hutton,8.2451926,-0.0753777
BA Hutton,6.2637367,-0.0593433
BA Hutton,5.3665354,0.453429
BA Hutton,7.3162603,0.2631279
BA Hutton,5.0018584,0.1424703
LW James,6.8109147,-0.3703588
LW James,4.4965535,-0.1539863
LW James,6.9099852,-0.0210037
LW James,4.2221518,0.6722663
LW James,7.9514899,0.6719567
LW James,7.2268496,0.4203555
CG Harrison,4.7593205,-0.3080634
CG Harrison,3.3791176,0.0116759
CG Harrison,4.4380027,-0.1365679
CG Harrison,3.9052938,-0.0597003
CG Harrison,3.4393857,0.6180412
LW James,5.7216919,0.4251714
LW James,7.2207896,0.5501526
LW James,6.4567579,0.6230414
LW James,7.3816561,-0.0833485
LW James,5.0771898,-0.0163837
LW James,7.1543606,0.677575
CG Harrison,3.9444568,-0.0640762
CG Harrison,4.659712,0.0854362
CG Harrison,4.1194662,-0.1073999
FW McCann,6.0211625,-0.1195301
FW McCann,6.1697588,0.1854434
FW McCann,4.7321983,-0.0969026
FW McCann,4.6336032,-0.5131903
FW McCann,4.4688512,-0.427381
FW McCann,5.5467266,-0.4588349
CG Harrison,5.2117365,0.0695906
CG Harrison,2.8684405,0.4182393
CG Harrison,3.2455238,1.0838208
LA Patterson-White,3.6517824,0.1477059
LA Patterson-White,4.1128404,0.0768101
LA Patterson-White,3.7352717,-0.0237698
LA Patterson-White,5.2408021,-0.1096843
LA Patterson-White,4.5558611,0.553532
LA Patterson-White,4.3629347,0.7396416
LA Patterson-White,5.1263229,0.6369438
LA Patterson-White,4.9582132,0.4285635
LA Patterson-White,4.6421867,0.601612
LA Patterson-White,5.6919378,0.0099064
LA Patterson-White,4.0735004,0.5010079
LA Patterson-White,4.5599497,0.3970248
LA Patterson-White,5.0232321,0.3413715
DY Pennington,6.8283524,-0.2708021
DY Pennington,6.0859623,-0.2382471
DY Pennington,6.5581837,-0.2794365
DY Pennington,9.6514924,0.3611369
LA Patterson-White,3.6586449,0.7501777
LA Patterson-White,4.4732276,0.5583342
LA Patterson-White,4.2720904,-0.0055538
LA Patterson-White,4.4299485,0.1045825
CG Harrison,5.8344375,0.1332212
CG Harrison,5.8623625,0.2028105
CG Harrison,6.4727823,-0.0719728
CG Harrison,5.2287567,0.0290363
CG Harrison,5.1060436,0.2669607
DY Pennington,7.7877444,-0.4343407
DY Pennington,5.783901,-0.2488591
DY Pennington,6.2733129,-0.2932924
DY Pennington,5.3669854,-0.2578976
CG Harrison,4.649628,0.0718918
CG Harrison,5.4161356,0.1948226
CG Harrison,5.0026834,-0.0600102
CG Harrison,4.9055278,0.0458813
CG Harrison,5.5275858,-0.3023476
DY Pennington,7.3326688,-0.3184032
DY Pennington,7.8584705,-0.608618
CG Harrison,6.225721,-0.1522433
CG Harrison,3.7682694,0.200037
CG Harrison,5.6490326,0.0530054
CG Harrison,4.8180316,-0.3052004
CG Harrison,5.4259738,0.0747378
CG Harrison,4.7977128,-0.1518868
Muhammad Abbas,7.0718461,0.2824432
Muhammad Abbas,6.2502213,0.2619691
Muhammad Abbas,5.1435318,0.278312
Muhammad Abbas,5.1933041,0.0757657
Muhammad Abbas,5.9500649,0.3843737
Muhammad Abbas,6.7833993,0.3228377
BA Hutton,10.9803459,-0.2553073
BA Hutton,7.8124091,-0.1875193
BA Hutton,8.4674707,-0.4439778
BA Hutton,5.6361221,-0.1904139
Muhammad Abbas,5.7075463,0.3040337
Muhammad Abbas,6.7523239,0.2120304
Muhammad Abbas,3.8224561,-0.0670957
BA Hutton,7.274065,-0.2561087
BA Hutton,3.8353207,-0.0121858
BA Hutton,4.9394614,0.5858467
BA Hutton,9.675779,-0.3147166
Muhammad Abbas,7.2684086,0.4640937
Muhammad Abbas,7.328619,0.2249633
Muhammad Abbas,6.50515,-0.5552145
Muhammad Abbas,8.2972492,-0.4310621
BA Hutton,7.029394,0.5859905
BA Hutton,7.2692343,0.2289797
BA Hutton,9.8198751,-0.3421625
BA Hutton,7.9649347,-0.2675573
BA Hutton,6.4506044,-0.0763893
BA Hutton,5.8557626,-0.310137
Muhammad Abbas,7.2531748,0.436776
Muhammad Abbas,7.1532148,0.3663311
Muhammad Abbas,7.3527246,0.5486401
Muhammad Abbas,6.1151353,-0.3669148
Muhammad Abbas,7.3126883,-0.587978
BA Hutton,5.0700597,0.4140767
BA Hutton,6.9213991,0.3543652
BA Hutton,5.1643295,0.8497778
BA Hutton,7.9778114,-0.3853758
BA Hutton,7.3251126,-0.2062773
BA Hutton,6.4010018,-0.1610914
Muhammad Abbas,6.8810728,0.4181475
Muhammad Abbas,5.493239,0.3061758
Muhammad Abbas,5.467968,0.3479171
Muhammad Abbas,11.4660906,0.7595354
Muhammad Abbas,8.1785833,0.3566368
BA Hutton,6.2317386,0.5402024
BA Hutton,4.1651546,0.1116607
BA Hutton,8.3543827,-0.2954949
BA Hutton,6.7908498,-0.2110038
BA Hutton,8.0488595,-0.0917424
BA Hutton,4.8572369,0.6099543
LA Patterson-White,3.0808505,0.1890432
LA Patterson-White,3.1124182,0.5845002
LA Patterson-White,3.9739995,0.5979478
LA Patterson-White,3.2085166,0.7509016
LA Patterson-White,2.9482812,0.2098212
BA Hutton,7.4829923,-0.1768052
BA Hutton,8.4195941,-0.331053
BA Hutton,5.7163576,0.6332226
BA Hutton,5.2436053,0.6718931
BA Hutton,5.0407036,0.3503522
BA Hutton,7.884141,0.7129386
LA Patterson-White,4.8012772,0.4685475
LA Patterson-White,3.8691404,0.6749582
LA Patterson-White,4.9070974,-0.3128446
LW James,8.4963661,-0.6555616
LW James,4.8536125,0.8455342
LW James,7.2689281,-0.224554
LW James,6.7428257,-0.3508318
LW James,7.5395754,-0.2731572
LW James,7.1610619,-0.2729388
LA Patterson-White,4.1555198,0.5279632
LA Patterson-White,5.0231409,0.3012382
LA Patterson-White,3.15698,0.7671754
LA Patterson-White,3.072347,0.643959
LA Patterson-White,5.1679227,-0.1858094
LW James,7.3692889,0.683958
LW James,8.0613625,0.6478118
LW James,6.453092,0.830501
LW James,7.0169592,0.5659591
LW James,7.6550632,0.7564161
LW James,7.2395273,0.6560372
LA Patterson-White,3.3297172,0.0729226
LA Patterson-White,4.4394172,-0.1551316
LA Patterson-White,4.6668211,0.069892
LA Patterson-White,3.8139534,-0.0858792
LW James,7.4768186,0.5485325
LW James,4.8814289,0.732485
LW James,6.8658004,0.6577331
LW James,5.8823273,-0.2534567
LW James,8.7150384,-0.39822
LW James,11.4211433,-0.3249221
CG Harrison,4.9302966,0.2077818
CG Harrison,5.3501773,0.2674331
CG Harrison,3.3832937,-0.2028883
CG Harrison,4.3420692,-0.0963734
CG Harrison,4.3995925,0.277942
CG Harrison,5.1956459,0.1270111
FW McCann,5.394564,-0.2717364
FW McCann,4.275381,-0.2006589
FW McCann,5.1955682,-0.2529706
FW McCann,6.0285461,-0.4054974
CG Harrison,4.5065868,0.3940665
CG Harrison,5.9517099,0.1949239
CG Harrison,4.5025494,0.2382129
CG Harrison,2.739934,0.1049866
FW McCann,5.2262165,-0.4932169
FW McCann,3.7909699,-0.1201197
FW McCann,3.6406408,-0.4776944
FW McCann,5.6461789,-0.2996454
FW McCann,5.816866,-0.3803585
FW McCann,4.3920687,0.3435451
CG Harrison,7.3205333,-0.1399868
CG Harrison,3.0795309,0.1898779
CG Harrison,2.5655422,0.4886662
CG Harrison,3.8808939,0.4351483
CG Harrison,6.1688648,-0.096429
CG Harrison,5.3192421,-0.0196598
FW McCann,4.3615709,0.1655525
FW McCann,6.1238845,0.3963794
FW McCann,4.4244357,-0.461973
FW McCann,5.2019601,-0.4038174
FW McCann,5.2519012,0.1867399
FW McCann,6.8480581,0.3082609
CG Harrison,3.0823267,0.1396324
CG Harrison,3.8636734,0.0212122
CG Harrison,5.956767,-0.2222711
CG Harrison,6.3254841,-0.088843
FW McCann,4.9473054,0.2641925
FW McCann,5.8835046,0.2590581
FW McCann,5.1323386,0.0559928
FW McCann,4.3168714,-0.2159019
FW McCann,5.4178155,0.3881176
CG Harrison,4.6798719,-0.115454
CG Harrison,6.9570034,0.2029129
CG Harrison,4.9354358,0.2304653
CG Harrison,4.1379832,0.0606511
CG Harrison,2.6601183,0.2721615
FW McCann,4.5430211,-0.4575561
FW McCann,4.7358803,-0.2873716
FW McCann,4.4590481,-0.0340677
FW McCann,4.3384953,0.2239339
FW McCann,7.596876,-0.1536422
CG Harrison,5.7448721,0.2757228
CG Harrison,5.3931563,0.0902918
CG Harrison,6.3227612,0.198564
CG Harrison,4.2266378,0.0414361
CG Harrison,4.8835482,0.2408296
LW James,6.6252017,0.5789737
LW James,8.1188788,0.4841534
LW James,7.499623,-0.3297346
LW James,8.1436513,-0.2860347
LW James,6.9154313,-0.2043445
LW James,3.8874283,-0.159428
CG Harrison,5.4464086,-0.2373787
CG Harrison,3.3819837,0.5349978
CG Harrison,4.5667545,-0.1284935
CG Harrison,5.1880957,-0.0718076
CG Harrison,2.6685106,0.4752532
CG Harrison,4.2481362,0.0232874
LW James,5.7355283,0.3561307
LW James,6.1437725,0.623731
LW James,6.746683,0.7078616
LW James,8.4452915,-0.2129528
LW James,5.6905278,0.6988731
LW James,7.3800611,-0.2416876
CG Harrison,3.9834829,0.492191
CG Harrison,3.8285833,0.2911538
CG Harrison,2.701034,0.0659752
CG Harrison,4.8166994,-0.0866245
CG Harrison,4.0654382,0.1225246
LW James,7.5261536,0.4782605
LW James,7.9077653,0.7615186
LW James,5.5215824,0.534821
LW James,6.84867,0.6774077
LW James,8.6551978,-0.4011872
LA Patterson-White,3.7829281,0.5416959
LA Patterson-White,4.2470946,0.5085008
LA Patterson-White,5.0767735,0.5546238
LA Patterson-White,4.5133364,0.3684098
LA Patterson-White,5.6196956,0.4051161
LW James,6.5853438,-0.4000831
LW James,7.6206936,-0.3621897
LW James,8.3879942,0.6422404
LW James,6.0811281,0.4254324
LW James,7.6155202,0.5826063
LW James,6.0826998,0.6424623
LA Patterson-White,5.7529324,-0.1466943
LA Patterson-White,5.5769612,0.6078861
LA Patterson-White,2.9890992,-0.0607471
LA Patterson-White,4.0510995,0.0546586
LA Patterson-White,4.2490626,-0.2786597
LA Patterson-White,4.9149117,-0.1168668
LW James,3.5443844,0.6779803
LW James,5.9932371,-0.2824085
LW James,8.3741191,-0.3904928
LW James,4.6871639,0.328771
LW James,7.3042912,0.7720686
LW James,5.2729486,0.6124452
Muhammad Abbas,5.2700861,-0.1900648
Muhammad Abbas,4.5263818,0.2568801
Muhammad Abbas,7.6198418,-0.198681
Muhammad Abbas,6.5083343,-0.2791128
BA Hutton,8.7560636,0.0321518
BA Hutton,7.4125586,-0.2953493
BA Hutton,6.8452224,-0.3472257
BA Hutton,5.6669124,-0.1270616
BA Hutton,6.5150314,-0.1957796
BA Hutton,9.0413945,-0.1142587
Muhammad Abbas,5.1995833,0.5875108
Muhammad Abbas,5.7441285,0.4827318
Muhammad Abbas,6.1140337,0.2947056
Muhammad Abbas,6.9314137,-0.3752706
BA Hutton,7.0711388,-0.2837196
BA Hutton,8.6022036,-0.2178124
BA Hutton,6.9794094,-0.3865513
BA Hutton,7.2606009,0.1512754
BA Hutton,7.2745373,-0.0748412
Muhammad Abbas,7.1571007,0.2584389
Muhammad Abbas,7.7013274,-0.9849483
Muhammad Abbas,7.3915662,-0.7021951
Muhammad Abbas,7.8163593,-0.396507
Muhammad Abbas,6.0513232,0.0509918
Muhammad Abbas,6.0526828,0.4669934
BA Hutton,5.3819816,-0.0710681
BA Hutton,6.6544809,0.0575473
BA Hutton,6.3935366,0.2015757
BA Hutton,7.0871794,0.3583058
BA Hutton,7.3221316,-0.3177278
Muhammad Abbas,5.552838,-0.3738271
Muhammad Abbas,7.0425514,-0.3889387
Muhammad Abbas,7.8042928,-0.6794542
BA Hutton,5.1266814,0.2776445
BA Hutton,7.079959,-0.1846732
BA Hutton,5.6201263,0.3292884
Muhammad Abbas,6.8645156,-0.1871063
Muhammad Abbas,6.4785669,-0.5313435
Muhammad Abbas,8.1743297,0.4085886
Muhammad Abbas,7.2918141,0.5549431
DY Pennington,8.9487964,-0.4103489
DY Pennington,7.627887,-0.28585
DY Pennington,6.624663,-0.4368265
DY Pennington,6.8297093,-0.1928959
DY Pennington,7.4640209,-0.2504068
DY Pennington,6.7685225,-0.387382
LA Patterson-White,5.0222876,0.5223034
LA Patterson-White,4.5589227,-0.3138527
LA Patterson-White,4.2883903,0.3645298
LA Patterson-White,4.4743555,0.5723622
LA Patterson-White,5.0836203,0.4254489
DY Pennington,8.6358517,-0.0605593
DY Pennington,7.2683561,-0.483837
DY Pennington,8.3997912,-0.1697351
DY Pennington,7.2771933,0.6111179
DY Pennington,7.6153239,0.3604755
DY Pennington,7.5440316,0.4343081
LA Patterson-White,5.249995,-0.1236023
LA Patterson-White,4.2414888,-0.0908167
LA Patterson-White,3.2881007,0.6465081
LA Patterson-White,3.9674555,0.2648205
DY Pennington,11.9646941,0.4535355
DY Pennington,10.1332808,0.3060578
DY Pennington,11.3652935,0.4968546
DY Pennington,4.3818811,0.6873743
DY Pennington,5.4894374,-0.0741051
DY Pennington,6.881044,0.5077332
Muhammad Abbas,7.2612742,-0.3866298
Muhammad Abbas,7.1211242,-0.1483032
Muhammad Abbas,7.0535431,-0.3726479
Muhammad Abbas,7.5676811,-0.3888545
Muhammad Abbas,6.9041733,-0.4884114
Muhammad Abbas,8.1324112,-0.5871876
DY Pennington,7.8121874,0.5659548
DY Pennington,6.716552,0.564794
DY Pennington,6.6422626,0.5825586
DY Pennington,6.7023506,0.3713788
DY Pennington,6.2036702,0.3072712
DY Pennington,6.5369419,-0.1315374
Muhammad Abbas,7.0254396,-0.4536831
Muhammad Abbas,6.8940212,-0.3526995
Muhammad Abbas,7.8310463,-0.4116246
Muhammad Abbas,6.8626716,-0.4931664
Muhammad Abbas,5.912087,-0.6525599
Muhammad Abbas,7.3223,-0.3832104
DY Pennington,7.3908572,0.4691005
DY Pennington,7.3512938,0.57649
DY Pennington,11.568639,0.4629604
DY Pennington,7.446453,0.6790072
DY Pennington,7.8330378,0.4267485
Muhammad Abbas,7.6788136,-0.5626305
Muhammad Abbas,6.7633694,-0.0796913
Muhammad Abbas,7.4727315,-0.388213
Muhammad Abbas,7.3302501,-0.3021641
Muhammad Abbas,6.8477116,-0.3574558
Muhammad Abbas,6.949093,-0.2355721
DY Pennington,6.9501527,-0.2586184
DY Pennington,7.6721562,-0.1942305
DY Pennington,6.5875736,-0.3328435
DY Pennington,7.5392176,-0.4118243
Muhammad Abbas,6.1718042,-0.516397
Muhammad Abbas,6.7442828,-0.3951255
Muhammad Abbas,6.9109069,-0.4138196
Muhammad Abbas,7.7952381,-0.602499
Muhammad Abbas,8.0544645,-0.5413802
Muhammad Abbas,6.8739462,-0.4398128
DY Pennington,10.1755721,-0.2832324
DY Pennington,5.8968002,-0.0845916
DY Pennington,8.1233284,-0.1669228
DY Pennington,7.3713785,0.1182888
DY Pennington,8.0685888,-0.3336139
Muhammad Abbas,6.744645,0.4154983
Muhammad Abbas,7.8624903,0.4532703
Muhammad Abbas,6.6378874,-0.3478448
Muhammad Abbas,6.7955766,-0.3710745
Muhammad Abbas,7.7950789,-0.3261998
Muhammad Abbas,7.284781,-0.3470871
DY Pennington,7.4280981,0.3057946
DY Pennington,9.9467127,0.5618901
DY Pennington,11.1328912,0.4467394
DY Pennington,11.7780773,-0.3250341
DY Pennington,7.9615695,-0.2641449
Muhammad Abbas,7.7252784,-0.4008872
Muhammad Abbas,9.2307676,-0.4358496
Muhammad Abbas,7.9304685,-0.511931
Muhammad Abbas,7.6406566,-0.436384
Muhammad Abbas,6.2178174,-0.1736888
Muhammad Abbas,7.176233,-0.5426519
DY Pennington,7.4252549,-0.2432362
DY Pennington,7.1795003,-0.2048393
DY Pennington,8.8777667,-0.5329918
DY Pennington,6.7237821,-0.2762538
DY Pennington,7.2391303,-0.3056658
BA Hutton,7.2575542,-0.5187199
BA Hutton,4.0106292,0.0182462
BA Hutton,5.5454279,-0.1766901
BA Hutton,4.7398462,-0.2075383
BA Hutton,5.3500495,-0.0839145
BA Hutton,6.6670728,-0.3820872
DY Pennington,6.7443069,-0.378802
DY Pennington,6.916569,-0.3815344
DY Pennington,11.5565414,-0.4480805
DY Pennington,12.1165642,-0.2676535
DY Pennington,7.6394815,-0.4035656
BA Hutton,7.515531,-0.191121
BA Hutton,7.8780061,-0.1975737
BA Hutton,6.4022935,-0.1610527
BA Hutton,7.5663657,-0.15957
BA Hutton,7.2717716,-0.284289
LW James,7.3245541,-0.4748827
LW James,9.8277546,-0.3762035
LW James,7.916768,-0.2442512
LW James,7.8313207,-0.4607907
LW James,8.1342309,-0.2424441
LW James,7.5505143,-0.2692817
BA Hutton,8.1544259,-0.2584932
BA Hutton,7.0262121,-0.2410255
BA Hutton,6.2088466,-0.2984288
BA Hutton,7.8811932,-0.0637582
LW James,7.2833148,-0.4439262
LW James,12.6773917,-0.3268065
LW James,7.3633781,-0.4558054
LW James,7.7319434,-0.4900408
LW James,6.2762955,-0.199226
LW James,8.4152119,-0.1713368
BA Hutton,7.2091306,-0.3092277
BA Hutton,5.8626029,-0.4922013
BA Hutton,6.8052773,-0.0357835
BA Hutton,6.4156015,0.0554244
BA Hutton,5.3849633,-0.1670279
BA Hutton,7.0645425,-0.1884278
LW James,6.9105497,-0.3844857
LW James,6.185251,-0.2732505
LW James,6.9808859,-0.3454059
LW James,6.5965182,-0.3384629
LW James,7.1370878,-0.3539504
LW James,7.1619405,-0.2965146
BA Hutton,6.9885654,-0.1340588
BA Hutton,8.3976903,-0.2454066
BA Hutton,7.3575271,-0.4369575
BA Hutton,7.6775038,-0.2887641
BA Hutton,8.646178,-0.3448783
LW James,6.3062331,-0.2754593
LW James,5.4912061,-0.2165777
LW James,11.2982469,-0.1495932
LW James,8.1697047,-0.0989153
LW James,7.5327963,-0.2272493
LW James,4.3655397,0.0882666
LA Patterson-White,2.9548814,0.2105158
LA Patterson-White,4.4446533,-0.100237
LA Patterson-White,5.4906122,-0.0225442
LA Patterson-White,4.4327133,-0.0570187
LA Patterson-White,3.6127106,0.0472222
LA Patterson-White,4.8843655,0.060793
LW James,6.7069603,-0.0579529
LW James,6.2955745,-0.2982954
LW James,6.0256643,-0.3172688
LW James,12.4865006,-0.2968775
LW James,7.0580251,-0.3646144
LW James,7.5145531,-0.2461893
LA Patterson-White,5.080859,-0.0964639
LA Patterson-White,5.0487567,0.1216926
LA Patterson-White,4.1644318,0.0286522
LA Patterson-White,4.3829827,0.054502
LA Patterson-White,4.1023315,-0.0343612
LA Patterson-White,5.3086133,-0.0640475
CG Harrison,4.1115639,0.1839874
CG Harrison,4.7398174,-0.3545506
LA Patterson-White,4.8905132,-0.2114833
LA Patterson-White,3.90655,-0.1628156
LA Patterson-White,3.7467179,-0.0262563
LA Patterson-White,3.978544,0.089094
CG Harrison,5.4314535,0.081065
CG Harrison,5.2196609,0.2321637
CG Harrison,4.2536923,0.3517251
CG Harrison,4.1230184,-0.4091343
DY Pennington,5.3617327,-0.2830679
DY Pennington,12.004332,-0.441008
DY Pennington,11.1652314,-0.3740802
DY Pennington,8.9688619,-0.4868584
DY Pennington,8.4555795,-0.3876391
CG Harrison,4.6901764,-0.3116011
CG Harrison,6.5567126,-0.2164736
CG Harrison,4.1465592,0.3323857
CG Harrison,5.7202619,0.0431064
CG Harrison,3.8674492,0.3226288
LA Patterson-White,4.0360931,0.0076642
LA Patterson-White,3.768751,0.0528755
LA Patterson-White,4.4733245,-0.0524173
LA Patterson-White,3.327815,-0.1535645
CG Harrison,4.746203,-0.0226975
CG Harrison,4.0547922,0.3178044
CG Harrison,4.3082279,-0.046499
CG Harrison,5.5004481,-0.2064852
LA Patterson-White,4.2381764,0.078042
LA Patterson-White,3.2212085,0.0430395
LA Patterson-White,4.7980331,-0.2592081
LA Patterson-White,3.3280515,0.3328378
LA Patterson-White,4.4814177,0.0847915
LA Patterson-White,2.9320676,-0.0422884
CG Harrison,3.0082878,0.2953001
CG Harrison,5.2497674,0.0304911
CG Harrison,3.6404579,0.381993
CG Harrison,4.2436443,0.2303953
CG Harrison,4.3763686,0.4048268
LA Patterson-White,4.5679463,-0.0786682
LA Patterson-White,3.7566753,0.0854868
LA Patterson-White,3.4398533,0.104188
LA Patterson-White,3.1971034,0.025165
LA Patterson-White,4.7971747,0.0711145
LA Patterson-White,3.8936133,-0.0672314
CG Harrison,4.6627944,0.1648048
CG Harrison,6.0170664,-0.216273
CG Harrison,4.7578771,-0.0512574
CG Harrison,5.0950129,0.2919212
LA Patterson-White,4.221299,0.0224254
LA Patterson-White,4.9752454,-0.030516
LA Patterson-White,4.4242416,-0.4216829
LA Patterson-White,4.2414551,-0.0755561
LA Patterson-White,5.1935617,-0.0388897
DY Pennington,12.1389129,-0.4919333
DY Pennington,9.454921,-0.3619532
DY Pennington,7.8100895,-0.4692237
DY Pennington,8.2165516,-0.4384251
LA Patterson-White,5.1666097,-0.1757806
LA Patterson-White,5.8066867,-0.28706
L Gregory,8.7670014,-0.4723341
L Gregory,6.6250417,-0.3215445
L Gregory,7.2424742,-0.1261843
L Gregory,7.9373403,-0.401588
L Gregory,3.574026,-0.1586596
L Gregory,8.3518793,-0.260485
C Overton,3.3489823,0.0080407
C Overton,6.8347794,-0.1469541
C Overton,4.8945269,-0.0721644
C Overton,8.668368,0.0320629
C Overton,12.1706909,-0.4752406
C Overton,6.3346581,0.0237715
L Gregory,7.8307534,-0.5289181
L Gregory,7.2042256,-0.3514121
L Gregory,9.29329,-0.4883786
L Gregory,7.7841393,-0.3230834
L Gregory,5.5286624,-0.3036283
C Overton,6.2300591,0.1554135
C Overton,5.0655512,0.1315725
C Overton,7.0409472,-0.2666483
C Overton,6.2678803,-0.234008
C Overton,8.0969656,0.0053638
L Gregory,6.8151165,-0.4439669
L Gregory,8.1679441,-0.559019
L Gregory,4.8504312,-0.3476539
L Gregory,6.204739,-0.4865814
L Gregory,7.5744075,-0.5946242
L Gregory,8.630416,-0.4583571
C Overton,10.9944913,-0.4356007
C Overton,7.6878637,-0.2413328
C Overton,7.4033273,-0.2403445
C Overton,4.9823338,-0.3130847
C Overton,5.8067271,0.0619359
C Overton,6.6647194,-0.0948547
MJ Leach,4.5679079,-0.0687634
MJ Leach,5.4849067,-0.2683931
MJ Leach,3.9686325,0.8105603
MJ Leach,4.5791957,0.6821587
MJ Leach,3.8570126,0.603848
C Overton,5.3596757,-0.1899774
C Overton,5.2972721,-0.3536985
C Overton,7.2556555,-0.1770701
C Overton,6.1529355,-0.0983569
C Overton,6.9392488,-0.2395477
MJ Leach,4.9858692,-0.0842556
MJ Leach,3.997097,-0.0963848
MJ Leach,5.0877524,-0.0447632
MJ Leach,5.2974054,-0.1871075
MJ Leach,5.2619155,-0.0174979
C Overton,6.6199712,-0.2112249
C Overton,10.2441308,-0.6311498
C Overton,8.7542559,-0.3439119
C Overton,12.4094365,-0.5043841
C Overton,8.4814122,-0.1602707
C Overton,9.2035884,-0.4480229
MJ Leach,4.1416922,0.5400843
MJ Leach,4.9317041,-0.0424717
MJ Leach,5.4275821,-0.04565
M Pretorius,3.9571552,0.3899618
M Pretorius,8.2476073,-0.3785294
M Pretorius,7.4715106,-0.1423731
M Pretorius,7.5932033,-0.3421778
M Pretorius,6.0936121,-0.5496094
M Pretorius,7.9118489,-0.2315406
MJ Leach,2.7411085,0.594686
MJ Leach,4.2299001,0.6610866
MJ Leach,4.4245926,0.7390369
MJ Leach,4.5789849,0.7847143
MJ Leach,4.8069412,0.4862708
M Pretorius,6.972849,-0.4282564
M Pretorius,6.6184815,-0.3888975
M Pretorius,7.2088019,-0.5119891
M Pretorius,7.2263528,-0.2250608
M Pretorius,8.4529947,-0.4787571
MJ Leach,4.0840163,0.6905437
MJ Leach,4.5595422,-0.2774899
MJ Leach,4.1931961,-0.0651854
M Pretorius,6.7566137,-0.2011026
M Pretorius,8.2284946,-0.2707848
M Pretorius,10.185071,-0.457768
M Pretorius,10.2065729,-0.3086582
MJ Leach,6.3324979,-0.3636432
MJ Leach,3.940719,-0.1274943
MJ Leach,3.7792742,0.7313469
MJ Leach,4.1783418,0.5890923
M Pretorius,6.5418457,-0.4164571
M Pretorius,6.3716297,-0.2890745
M Pretorius,6.2410163,-0.2789063
M Pretorius,5.7085015,-0.3538383
M Pretorius,6.5963494,-0.4756413
M Pretorius,7.164518,-0.244129
MJ Leach,4.4405926,-0.1846073
MJ Leach,5.5788842,-0.1378215
MJ Leach,4.1312603,0.5602907
M Pretorius,4.6619133,0.0380924
M Pretorius,5.8804265,-0.2332276
M Pretorius,8.6682469,-0.4839084
M Pretorius,6.2077705,-0.1862016
MJ Leach,5.4590044,0.5568121
MJ Leach,4.798955,0.6556631
MJ Leach,5.237875,0.4012708
MJ Leach,5.8387099,-0.4319698
M Pretorius,11.3931604,0.6407982
M Pretorius,11.420542,0.5810119
M Pretorius,10.9930697,0.5754021
M Pretorius,11.2374741,0.6969956
MJ Leach,3.5949834,-0.3412254
MJ Leach,3.0957313,0.539011
MJ Leach,4.3668213,0.648627
MJ Leach,4.2754656,0.3663484
MJ Leach,4.6703248,0.439302
JT Ball,5.3792917,-0.4306506
JT Ball,6.6054991,-0.1750574
JT Ball,4.7032239,-0.6992177
JT Ball,6.1328655,-0.1866029
JT Ball,8.613847,-0.2844545
JT Ball,8.713255,-0.4276257
MJ Leach,4.4154602,0.8732766
MJ Leach,4.0582204,0.4146558
MJ Leach,3.9952873,0.5446309
MJ Leach,4.3440053,0.6237146
JT Ball,5.9013999,-0.3917136
JT Ball,11.4004328,-0.1714507
JT Ball,11.3623098,0.6429012
JT Ball,11.8034682,0.6135325
MJ Leach,6.7694834,-0.3654629
MJ Leach,5.2681384,0.7822612
MJ Leach,4.820678,0.6735545
MJ Leach,4.6019036,0.4790098
MJ Leach,4.3342448,0.6635735
JT Ball,3.9835909,-0.4046117
JT Ball,7.1917178,0.39756
JT Ball,7.8365155,0.4191421
JT Ball,6.2916578,0.0955655
JT Ball,12.2299964,0.62726
MJ Leach,5.3964757,-0.2745195
MJ Leach,4.0388756,-0.1275599
MJ Leach,5.470102,0.5534211
MJ Leach,4.6736206,0.5142574
MJ Leach,5.0963743,0.703264
JT Ball,4.7484972,-0.547416
JT Ball,8.0143848,0.8166598
JT Ball,4.8287282,-0.3745588
JT Ball,4.7265985,-0.2436228
JT Ball,8.7521713,-0.3432136
JT Ball,7.9149798,-0.5486053
MJ Leach,5.983252,-0.2545934
MJ Leach,4.4771284,-0.0889292
MJ Leach,4.3186976,0.0895179
MJ Leach,3.8534655,0.0236136
MJ Leach,4.7560357,0.124794
JT Ball,6.4046082,-0.5662591
JT Ball,7.1499064,-0.1917893
JT Ball,8.5626811,-0.2580114
JT Ball,7.6502859,-0.6628575
JT Ball,6.6911104,-0.5599643
JT Ball,7.7804,-0.3663729
MJ Leach,4.0243122,-0.0574681
MJ Leach,4.3403579,0.0224874
MJ Leach,4.9558636,-0.0796073
MJ Leach,5.1933849,0.0083354
MJ Leach,4.2402404,0.0032745
C Overton,5.3662106,-0.4705932
C Overton,3.7688828,-0.4524941
C Overton,7.7040123,-0.2266736
C Overton,5.6914271,-0.3809837
C Overton,5.4002056,-0.2949556
L Gregory,6.0878433,-0.304921
L Gregory,9.2941295,-0.4097522
L Gregory,6.2593045,-0.1595507
L Gregory,6.6912545,-0.2160163
L Gregory,7.6391832,-0.6214786
