Bowler,External PitchX,External PitchY
BMJ Allison,4.4911533,0.2832295
BMJ Allison,6.2169765,0.3767181
BMJ Allison,6.6745342,0.6055606
BMJ Allison,7.4060774,0.3834468
BMJ Allison,5.3862516,0.292762
BMJ Allison,6.5133648,0.4290028
BMJ Allison,5.9024834,0.3330252
BMJ Allison,7.7019524,0.3580449
BMJ Allison,5.5238876,0.1981115
BMJ Allison,5.8093334,0.3192549
BMJ Allison,7.1196444,0.2994847
BMJ Allison,7.1339369,0.3760089
JA Duffy,4.7350404,0.0526463
JA Duffy,7.5376247,0.0372977
JA Duffy,7.8722713,0.3798376
JA Duffy,4.9443257,0.6630376
JA Duffy,5.5836547,-0.0795626
JA Duffy,5.8599609,0.191689
JA Duffy,9.2413459,0.2359603
JA Duffy,6.7723186,-0.0864918
JA Duffy,5.7119686,-0.1835104
JA Duffy,4.2220732,-0.2782371
JA Duffy,7.0834396,-0.2850383
JA Duffy,7.0002318,-0.5088864
BMJ Allison,6.0795019,0.1628716
BMJ Allison,6.0597759,0.1583689
BMJ Allison,6.5498812,0.3131812
BMJ Allison,6.2379363,0.1667198
BMJ Allison,6.9688635,0.2748629
BMJ Allison,7.4860626,0.3711795
TAI Taylor,7.240658,-0.3289425
TAI Taylor,7.106442,0.6006474
TAI Taylor,6.546619,0.3017896
TAI Taylor,5.5063266,-0.4899726
TAI Taylor,5.25443,-0.1350724
TAI Taylor,3.1422322,-0.1028162
BMJ Allison,7.3197408,0.4734041
BMJ Allison,8.1609924,0.353844
BMJ Allison,5.2114397,0.2845702
BMJ Allison,6.8585945,0.4321337
BMJ Allison,8.0546325,0.4553458
BMJ Allison,6.1041675,0.2423977
TAI Taylor,6.9434794,-0.4994643
TAI Taylor,6.4403778,-0.4810766
TAI Taylor,5.7656428,-0.0845298
TAI Taylor,5.7785862,-0.4416005
TAI Taylor,6.9014647,0.4775407
TAI Taylor,7.3067879,-0.6181864
BMJ Allison,6.2149351,-0.4743297
BMJ Allison,7.4201932,-0.1827801
BMJ Allison,5.7438124,-0.3489917
BMJ Allison,8.8769506,-0.3187297
BMJ Allison,8.2016399,-0.5469805
BMJ Allison,6.9558955,-0.3044431
TAI Taylor,4.8664069,-0.4882495
TAI Taylor,6.1681528,-0.3873307
TAI Taylor,8.6514622,-0.4986025
TAI Taylor,6.7060161,-0.7063511
TAI Taylor,4.943793,-0.543052
TAI Taylor,6.220991,-0.5252585
BMJ Allison,6.8275,-0.7308792
BMJ Allison,8.6903872,-0.6357661
BMJ Allison,5.765183,-0.4558369
BMJ Allison,7.3395166,-0.5681325
BMJ Allison,6.8582621,-0.4131709
BMJ Allison,7.4271574,-0.5499759
TAI Taylor,7.803282,-0.5063874
TAI Taylor,7.5919804,-0.3888075
TAI Taylor,7.8489679,-0.5997416
BMJ Allison,6.9600028,-0.6705015
BMJ Allison,8.8849385,-0.3982395
BMJ Allison,7.1118084,-0.2096195
BMJ Allison,8.373096,-0.3952281
BMJ Allison,7.2456981,-0.478931
BMJ Allison,6.8425089,-0.4944979
MJ Waite,4.3539433,-0.2828592
MJ Waite,5.8848557,-0.1058205
MJ Waite,8.21958,-0.3122312
MJ Waite,7.4490933,-0.4089254
MJ Waite,6.7474271,-0.1390378
MJ Waite,7.9095286,-0.427991
JA Duffy,5.8233909,-0.6098846
JA Duffy,8.0531773,-0.4617025
JA Duffy,5.1824832,-0.1260338
JA Duffy,7.5910418,-0.0859681
JA Duffy,8.0419533,-0.3295945
JA Duffy,5.5960685,-0.4020967
MJ Waite,8.3575333,-0.3587835
MJ Waite,8.6555288,-0.3386564
MJ Waite,8.4959631,-0.4498162
MJ Waite,8.6534277,-0.3679629
MJ Waite,5.6903697,-0.2560923
MJ Waite,7.3331415,-0.184002
JA Duffy,7.159881,-0.3560551
JA Duffy,7.1470128,-0.1311679
JA Duffy,5.3283516,-0.3225128
JA Duffy,6.2790776,-0.376587
JA Duffy,7.3740334,-0.0319107
JA Duffy,6.9721779,-0.4990433
MJ Waite,8.2369049,-0.4532599
MJ Waite,5.9224675,-0.2328754
MJ Waite,6.3082495,-0.19231
MJ Waite,8.5516186,-0.2769297
MJ Waite,7.8273094,-0.1899964
MJ Waite,6.2080473,-0.1929048
JA Duffy,7.3820714,-0.2036541
JA Duffy,6.969749,-0.5152618
JA Duffy,6.9176016,-0.5140979
JA Duffy,7.4193485,-0.3591526
JA Duffy,7.9608189,-0.2108251
JA Duffy,7.2048246,-0.4521719
MJ Waite,6.740925,-0.4420357
MJ Waite,6.7101293,-0.1795051
MJ Waite,5.7542831,-0.4172236
MJ Waite,5.8061942,-0.1660656
MJ Waite,7.7644204,-0.2105339
MJ Waite,6.4335433,-0.2753851
EA Brookes,8.1569774,-0.2602827
EA Brookes,8.6364086,-0.4915937
EA Brookes,8.9638059,-0.3784752
EA Brookes,5.6753235,-0.39149
EA Brookes,8.4583681,-0.3941586
EA Brookes,6.6712522,-0.3987654
JA Duffy,7.6461061,-0.284232
JA Duffy,11.8584815,-0.5594424
JA Duffy,5.5480517,-0.3108588
JA Duffy,6.6980641,-0.3167061
JA Duffy,7.7787897,-0.5885113
JA Duffy,5.5988759,-0.4333383
EA Brookes,5.6721137,-0.4633325
EA Brookes,6.4538563,-0.1411289
EA Brookes,6.2403703,-0.5433235
EA Brookes,6.7649636,-0.3120644
EA Brookes,7.8990982,-0.1790417
JA Duffy,7.0176209,0.0236086
JA Duffy,7.5185898,-0.6074635
JA Duffy,4.722102,-0.6922281
JA Duffy,8.6275185,-0.3859318
EA Brookes,8.2458991,-0.3413527
EA Brookes,7.4304833,-0.3804031
EA Brookes,6.9811641,-0.4835382
EA Brookes,6.3159585,-0.20217
EA Brookes,8.8256978,-0.4606753
BMJ Allison,6.5504374,-0.5838623
BMJ Allison,6.9071822,-0.298357
BMJ Allison,7.9738818,-0.2401441
BMJ Allison,6.8372963,-0.607261
BMJ Allison,5.956099,-0.7317014
EA Brookes,8.6360057,-0.4139822
EA Brookes,5.4262369,-0.0106597
EA Brookes,5.7012429,-0.2528334
EA Brookes,6.3336733,-0.2173141
EA Brookes,8.7976407,-0.3892064
BMJ Allison,8.1518798,-0.3554878
BMJ Allison,5.26449,-0.563252
BMJ Allison,8.0271354,0.2832539
BMJ Allison,8.2662225,0.5207436
BMJ Allison,12.3608672,0.3890634
BMJ Allison,6.2173671,0.4570714
TAI Taylor,5.2219725,-0.5225992
TAI Taylor,8.0927569,-0.3705147
TAI Taylor,6.6513587,-0.5856844
TAI Taylor,5.771714,-0.4490075
TAI Taylor,5.7390726,-0.4387114
BMJ Allison,5.6365997,0.2309684
BMJ Allison,8.1577442,0.3896694
BMJ Allison,5.9113133,0.5959187
BMJ Allison,8.9762642,0.6282782
BMJ Allison,7.0123093,0.4621952
BMJ Allison,5.3476414,-0.3515323
TAI Taylor,7.1105574,-0.0725833
TAI Taylor,8.6518811,-0.5627968
TAI Taylor,4.7827257,-0.2420116
TAI Taylor,6.8680363,-0.4374114
TAI Taylor,8.7819347,-0.4698971
TAI Taylor,6.0573691,-0.2087929
BMJ Allison,6.5647385,-0.19016
BMJ Allison,8.4097181,-0.566117
BMJ Allison,7.1568335,-0.3343069
BMJ Allison,3.8675296,-0.5416423
BMJ Allison,6.8216305,-0.7783155
TAI Taylor,6.1987149,-0.3003873
TAI Taylor,8.8683098,-0.5233752
TAI Taylor,3.7303432,-0.2986444
TAI Taylor,5.3806613,-0.5087012
TAI Taylor,7.3532695,-0.4398847
TAI Taylor,3.1468814,-0.375969
BMJ Allison,6.6108549,-0.2707737
BMJ Allison,6.1818198,-0.3154243
BMJ Allison,7.6810424,-0.1657235
BMJ Allison,6.174223,-0.1412926
BMJ Allison,5.1577437,-0.2561587
BMJ Allison,4.744713,-0.0833759
JA Duffy,9.2403909,-0.2901221
JA Duffy,7.5119052,-0.3750769
JA Duffy,7.9959518,-0.0127156
JA Duffy,5.8714399,-0.6725051
JA Duffy,6.7282955,-0.1860684
JA Duffy,7.6509729,-0.3318008
BA Raine,6.7550368,-0.4325282
BA Raine,7.3011708,-0.4614312
BA Raine,6.6252576,-0.1706725
BA Raine,8.0648206,0.3777719
BA Raine,8.3992329,0.4291516
BA Raine,6.2833368,0.3347117
JT Ball,4.7745341,-0.1708957
JT Ball,3.792329,-0.0219854
JT Ball,5.0069877,-0.1801803
JT Ball,6.6054825,-0.4808884
JT Ball,6.4411088,-0.4551556
JT Ball,7.1974018,-0.3762026
BA Raine,7.6559723,0.4805952
BA Raine,6.8744579,-0.4816086
BA Raine,7.0378625,-0.3105973
BA Raine,8.5144479,-0.1679532
BA Raine,6.4276428,-0.1882225
JT Ball,8.9707949,0.6580559
JT Ball,6.476002,-0.179733
JT Ball,4.8639359,-0.3593
JT Ball,7.0514412,0.4334245
JT Ball,7.4004614,0.0478065
JT Ball,5.2140711,0.3425266
BA Raine,6.435592,-0.6279062
BA Raine,8.03591,-0.297718
BA Raine,6.3942772,-0.302992
BA Raine,8.5549076,-0.3867752
BA Raine,6.4033216,-0.4239446
BA Raine,6.1883189,-0.2131155
JT Ball,5.6034819,-0.4359845
JT Ball,4.083836,-0.1661256
JT Ball,6.4142407,-0.4559623
JT Ball,7.5392129,-0.3008927
JT Ball,5.1895743,-0.2060808
JT Ball,7.9286328,-0.3143723
BA Raine,6.8166756,0.6728511
BA Raine,5.2887125,0.5649839
BA Raine,6.5699373,0.5069544
BA Raine,8.0807869,0.6961345
BA Raine,6.0753135,0.3743157
JT Ball,5.9934825,-0.4182008
JT Ball,6.7337651,-0.5820503
JT Ball,4.8633542,-0.48095
JT Ball,8.0606956,-0.5213241
JT Ball,4.0394909,-0.3002643
BA Raine,5.8342525,0.6216763
BA Raine,6.2567391,0.3473426
BA Raine,7.0944089,0.4446153
BA Raine,5.7362481,0.5203981
BA Raine,7.3542728,0.7216825
BA Raine,4.3401551,0.2612962
CE Yusuf,8.6309799,-0.3707081
CE Yusuf,7.6115552,-0.1562875
CE Yusuf,5.7676244,0.1793956
CE Yusuf,4.3363933,0.2319702
CE Yusuf,6.1376574,0.0898909
CE Yusuf,6.5895124,0.1458789
BA Raine,8.1590689,-0.4203117
BA Raine,7.3105394,-0.3583793
BA Raine,6.0998404,-0.3055321
BA Raine,7.6657417,-0.2915215
BA Raine,8.1184099,-0.5682069
BA Raine,6.8276605,-0.1623592
CE Yusuf,6.0287752,-0.1712209
CE Yusuf,6.9512269,-0.0237123
CE Yusuf,7.7636248,-0.3181228
CE Yusuf,5.68892,-0.1054442
CE Yusuf,6.7509415,-0.1812691
CE Yusuf,8.1425134,-0.2791211
JT Ball,10.6910714,-0.6735753
JT Ball,8.09356,-0.5655311
JT Ball,9.1820416,-0.367244
JT Ball,7.3543409,0.3451086
JT Ball,5.7575577,0.2394305
JT Ball,6.285849,0.3916678
CE Yusuf,7.6314106,-0.2598608
CE Yusuf,7.4882387,-0.6418598
CE Yusuf,7.8289737,-0.5576951
CE Yusuf,5.2330205,-0.1585671
CE Yusuf,8.9401946,-0.4572055
JT Ball,9.6164242,0.5882111
JT Ball,4.5676572,0.3291291
JT Ball,7.9600739,0.3297013
JT Ball,7.0562565,0.1913015
JT Ball,6.6483698,0.4088482
JT Ball,7.2773936,0.4127416
CE Yusuf,6.2956428,-0.2231665
CE Yusuf,8.854783,-0.5015614
CE Yusuf,4.0055766,0.0799104
CE Yusuf,7.149246,-0.187096
CE Yusuf,8.298276,-0.1476245
CE Yusuf,6.7119253,-0.5542654
JT Ball,6.719961,0.1253958
JT Ball,6.5481643,0.4007846
JT Ball,8.5056322,-0.7106666
JT Ball,7.8437483,-0.327212
JT Ball,7.0955439,-0.2793215
JT Ball,6.3920667,-0.3693185
CE Yusuf,6.8569437,-0.2807941
CE Yusuf,7.549373,-0.1155571
CE Yusuf,5.6946205,-0.2729305
CE Yusuf,9.7378675,-0.4379717
JT Ball,7.0254977,-0.4921579
JT Ball,6.2397858,-0.643614
JT Ball,7.3429283,-0.5693998
JT Ball,4.3012365,-0.3452805
JT Ball,6.3290432,-0.4357691
JT Ball,7.946355,-0.3534175
CE Yusuf,8.8061554,-0.5506941
CE Yusuf,7.0854809,-0.4113628
CE Yusuf,5.1976254,-0.1457365
CE Yusuf,7.0743042,-0.263668
CE Yusuf,5.3729838,-0.0431907
CE Yusuf,11.8527896,-0.4734256
BA Raine,6.4234452,-0.6083052
BA Raine,8.4174647,-0.3592172
BA Raine,6.4937903,-0.299381
BA Raine,8.4535411,-0.5991049
BA Raine,6.8336087,-0.2232136
BA Raine,9.572692,-0.3702045
CE Yusuf,7.9904438,-0.5446632
CE Yusuf,5.2835164,-0.0519266
CE Yusuf,11.4744332,-0.6358764
CE Yusuf,4.3099629,-0.0585984
CE Yusuf,10.1847192,-0.5396629
BA Raine,6.1800457,-0.144757
BA Raine,9.0520289,-0.3401402
BA Raine,7.1637499,-0.6252398
BA Raine,7.7826206,-0.3920882
BA Raine,8.4575966,-0.2967687
BA Raine,13.0696541,-0.4628347
CE Yusuf,9.6470476,-0.497026
CE Yusuf,6.5028602,-0.3674224
CE Yusuf,9.6113963,-0.4384997
CE Yusuf,7.0781608,-0.702086
CE Yusuf,10.5374345,-0.4543674
TAI Taylor,6.5210716,0.3560255
TAI Taylor,8.3026562,0.445369
TAI Taylor,5.7897464,0.4054356
TAI Taylor,7.0835794,0.6030433
TAI Taylor,4.6107347,0.3507677
TAI Taylor,6.6489658,0.3508215
TAI Taylor,5.0323986,0.6642393
TAI Taylor,6.4698346,0.4824112
TAI Taylor,7.6829873,0.408161
TAI Taylor,7.1420502,0.4627368
TAI Taylor,6.7282349,0.4267399
TAI Taylor,7.8488569,0.3490155
TAI Taylor,7.4536431,0.507368
TAI Taylor,7.7109939,0.4636427
TAI Taylor,8.0565445,0.4969673
TAI Taylor,6.7778207,0.6241723
TAI Taylor,8.1802302,0.4913574
TAI Taylor,5.530337,0.5459838
TAI Taylor,5.4140046,0.3579926
TAI Taylor,8.4748673,0.4865868
TAI Taylor,7.5517161,0.6068765
TAI Taylor,8.7271518,0.6677454
TAI Taylor,5.8125287,0.6915773
TAI Taylor,8.1338729,0.514755
TAI Taylor,8.9298188,0.6543965
TAI Taylor,6.4374906,0.2975769
TAI Taylor,7.8995418,0.4623782
TAI Taylor,9.1972502,0.5026032
TAI Taylor,6.4555348,-0.385313
TAI Taylor,8.7528477,-0.4869915
TAI Taylor,7.8454388,-0.3382543
TAI Taylor,6.1682865,-0.2351421
TAI Taylor,8.3063261,-0.5117059
TAI Taylor,8.7512143,-0.5068381
TAI Taylor,8.5871028,-0.4638959
TAI Taylor,8.0694808,-0.421548
MJ Waite,6.8757466,0.1647544
MJ Waite,5.9811295,-0.2763898
MJ Waite,9.3488024,-0.4395315
MJ Waite,10.6685711,-0.3891921
MJ Waite,7.7539957,-0.2963746
MJ Waite,7.1738847,0.0434911
MJ Waite,7.596732,-0.4575991
MJ Waite,6.8626836,-0.0519523
MJ Waite,8.2981704,-0.1036504
MJ Waite,4.2480713,-0.0814768
MJ Waite,7.229534,-0.1848343
MJ Waite,5.244516,-0.2369045
MJ Waite,7.5132368,-0.0394188
MJ Waite,8.5481692,-0.1400481
MJ Waite,5.2382456,0.0126998
MJ Waite,7.1540899,-0.0017922
MJ Waite,8.2156099,0.0363156
MJ Waite,7.1888802,-0.3331561
MJ Waite,5.8039816,-0.4449805
MJ Waite,4.6474431,-0.2436089
MJ Waite,8.6232886,-0.2939955
MJ Waite,6.6707402,-0.1880395
MJ Waite,4.0455536,-0.1463407
MJ Waite,7.4555597,-0.3723003
BMJ Allison,9.4947122,-0.3052777
BMJ Allison,7.6901521,-0.3517936
BMJ Allison,7.0425411,-0.5610821
BMJ Allison,7.3797831,-0.5554641
BMJ Allison,7.2887483,-0.4461802
BMJ Allison,7.4256074,-0.4241244
BMJ Allison,7.8994267,-0.4211582
BMJ Allison,7.5672795,-0.2932718
BMJ Allison,7.8182734,-0.3719449
BMJ Allison,7.1983686,-0.4029549
BMJ Allison,6.4696164,-0.3269821
BMJ Allison,5.8777822,-0.3904109
DJ Worrall,6.3652651,-0.2261697
DJ Worrall,4.6322125,-0.1760152
DJ Worrall,6.9017091,-0.2032217
DJ Worrall,5.4771872,-0.7485248
DJ Worrall,6.0067781,-0.0987866
DJ Worrall,5.0795943,0.5534346
DJ Worrall,5.7220172,0.0749691
DJ Worrall,4.2535578,-0.0200405
DJ Worrall,6.0189606,-0.0238304
DJ Worrall,4.3836716,-0.010855
AAP Atkinson,7.1032787,-0.0163618
AAP Atkinson,9.502164,-0.1011339
AAP Atkinson,7.4001988,0.0696855
AAP Atkinson,5.791288,-0.1464434
DJ Worrall,7.2838429,-0.3368119
DJ Worrall,6.4341323,-0.2302478
DJ Worrall,5.617018,0.1844579
DJ Worrall,6.9541536,-0.070247
DJ Worrall,5.5272421,0.1794989
DJ Worrall,5.4373144,0.17194
AAP Atkinson,7.2599501,0.0521071
AAP Atkinson,7.663325,-0.005962
AAP Atkinson,7.0260889,0.1138064
AAP Atkinson,5.7062095,0.1130802
DJ Worrall,6.6685125,-0.4629754
DJ Worrall,4.5782938,0.0002883
DJ Worrall,6.1878987,-0.1842221
DJ Worrall,7.3352514,-0.4457871
DJ Worrall,5.4924023,-0.215941
DJ Worrall,10.803193,-0.7569365
AAP Atkinson,7.4304177,0.0637947
AAP Atkinson,7.9144691,-0.0366215
DJ Worrall,7.0030842,-0.1106582
DJ Worrall,5.0884919,0.0655
DJ Worrall,6.3025215,-0.4804763
DJ Worrall,6.672992,-0.534804
DJ Worrall,5.67288,-0.612025
DJ Worrall,6.3941915,-0.4149944
DJ Worrall,8.7648673,-0.3356762
DJ Worrall,7.6827225,-0.4592536
DJ Worrall,4.8732345,-0.4951988
DJ Worrall,4.8055578,-0.3231983
DJ Worrall,6.1401024,-0.3080781
DJ Worrall,5.5995473,-0.1159844
DJ Worrall,7.7574847,0.559815
DJ Worrall,6.8211531,0.3755276
DJ Worrall,7.2611318,-0.6531063
DJ Worrall,5.8671916,-0.5840216
DJ Worrall,6.2384008,-0.6497258
JPA Taylor,7.1975543,-0.4107927
JPA Taylor,7.0708923,-0.2254216
JPA Taylor,7.1712321,0.0726991
JPA Taylor,7.6557609,-0.1388262
JPA Taylor,6.3571709,-0.0875122
AAP Atkinson,9.4772279,-0.1227537
AAP Atkinson,9.2262626,-0.1845284
AAP Atkinson,8.7695937,-0.0027209
AAP Atkinson,8.6827619,-0.1652882
AAP Atkinson,5.7779446,0.0096087
JPA Taylor,7.002736,-0.2040899
JPA Taylor,8.0070278,0.0660288
JPA Taylor,6.4584525,0.2428376
JPA Taylor,8.8534124,-0.1949094
JPA Taylor,6.4643345,-0.3544797
AAP Atkinson,8.2858397,0.7239819
AAP Atkinson,9.1217773,0.5764538
AAP Atkinson,8.4899965,0.6535592
AAP Atkinson,5.5114807,0.5688982
JPA Taylor,7.8378949,-0.2070655
JPA Taylor,5.5258159,0.3281006
JPA Taylor,5.2028466,0.7032617
JPA Taylor,8.0615554,-0.0377168
JPA Taylor,7.4152558,0.1268992
JPA Taylor,8.0612733,-0.088915
AAP Atkinson,7.5974997,-0.1595038
AAP Atkinson,6.2629698,0.5875817
JPA Taylor,6.515697,-0.2748411
JPA Taylor,6.0575568,-0.2125814
JPA Taylor,5.6229065,-0.4085672
JPA Taylor,6.0357052,-0.2912712
JPA Taylor,5.959745,-0.0320004
AAP Atkinson,8.3744998,-0.3474291
AAP Atkinson,10.2549592,-0.4473934
JPA Taylor,6.9114006,-0.547601
JPA Taylor,5.1732362,-0.4634423
JPA Taylor,6.7386105,-0.3750594
JPA Taylor,5.901646,-0.2595642
JPA Taylor,7.7230086,-0.6170788
JPA Taylor,5.6072313,-0.2436669
JPA Taylor,6.2664706,-0.5735226
JPA Taylor,6.4063036,0.6920575
J Clark,8.0458978,-0.4789312
J Clark,8.2447206,-0.4538407
J Clark,7.6927224,-0.2456742
J Clark,6.7018354,-0.6262093
JPA Taylor,6.8830583,0.4411492
JPA Taylor,5.1547683,-0.4197419
J Clark,7.5916971,0.7059321
J Clark,6.2678134,0.7463574
J Clark,8.1588633,0.4954469
DW Lawrence,6.5018482,0.3530962
DW Lawrence,5.3896008,0.2173386
DW Lawrence,5.0057579,-0.515536
AAP Atkinson,5.5963202,0.8773428
AAP Atkinson,8.5057003,0.6964462
AAP Atkinson,8.611078,-0.2487916
AAP Atkinson,9.806366,-0.37483
DJ Worrall,6.8889553,0.3263254
DJ Worrall,7.0271952,0.1289061
DJ Worrall,5.8256713,0.5297079
DJ Worrall,6.0802623,-0.5290557
AAP Atkinson,9.7454356,-0.4852222
DJ Worrall,6.534094,0.5213899
DJ Worrall,6.1189976,0.4949608
DJ Worrall,6.077844,-0.3914904
DJ Worrall,6.0438299,-0.0980103
DJ Worrall,6.9291314,-0.4964527
DJ Worrall,5.3181491,-0.3889072
AAP Atkinson,9.1380914,0.3681313
AAP Atkinson,7.4708008,-0.4959337
AAP Atkinson,7.3984106,0.6084178
DJ Worrall,6.7798127,-0.3044725
DJ Worrall,5.9378256,-0.315734
DJ Worrall,5.9811019,-0.2280846
DJ Worrall,8.0333408,-0.2303947
DJ Worrall,6.2826927,-0.3803456
DJ Worrall,6.9375551,-0.3724212
AAP Atkinson,7.3908965,-0.3132699
DJ Worrall,7.3264153,0.5475567
DJ Worrall,7.3683609,-0.2401197
DJ Worrall,6.8503128,-0.284705
DJ Worrall,7.2478784,-0.324341
DJ Worrall,7.4724011,-0.0719293
DJ Worrall,7.6491918,-0.2699555
AAP Atkinson,6.8852937,0.6843665
AAP Atkinson,8.9779682,0.5334791
DJ Worrall,6.9135283,0.0728386
DJ Worrall,7.1134791,0.0385658
DJ Worrall,7.3836974,0.0601236
DJ Worrall,6.2538393,0.1296551
DJ Worrall,7.4246054,0.0308698
DJ Worrall,6.8392393,0.152579
J Clark,8.0714818,0.4144905
DJ Worrall,6.6830947,-0.3433915
DJ Worrall,7.1483436,-0.3901844
DJ Worrall,5.6514741,-0.2510982
DJ Worrall,6.568508,-0.5242125
DJ Worrall,5.333753,-0.4696527
JPA Taylor,9.2275284,-0.7903909
JPA Taylor,8.0138071,-0.4787328
JPA Taylor,7.4182053,0.2956953
JPA Taylor,7.6016292,0.6425093
JPA Taylor,5.6672178,0.4324745
JPA Taylor,8.7384937,0.7259197
J Clark,7.7543041,0.5245344
J Clark,11.5041918,0.9310951
J Clark,8.9146382,0.3882266
J Clark,6.7160874,-0.1212051
J Clark,5.329413,0.7534493
J Clark,5.3996571,0.2416873
J Clark,5.7129253,0.2830678
J Clark,6.3160838,0.2291445
J Clark,7.8577822,0.2465164
J Clark,6.5013886,0.3445523
J Clark,6.4882569,0.4964801
J Clark,7.92059,0.3242421
J Clark,10.2293138,-0.5399231
J Clark,7.1939261,-0.6407962
J Clark,6.8421973,-0.4181945
J Clark,5.9557045,-0.4442566
AAP Atkinson,8.4912115,-0.4046593
AAP Atkinson,8.2404493,-0.2541054
AAP Atkinson,9.9684877,-0.1677957
AAP Atkinson,10.9659108,-0.3978878
AAP Atkinson,11.2269638,-0.4301538
AAP Atkinson,10.382638,-0.4940113
AAP Atkinson,7.1867071,-0.123892
AAP Atkinson,8.7607002,-0.0589437
AAP Atkinson,7.626935,-0.3512163
AAP Atkinson,7.1059417,-0.2136509
DW Lawrence,4.2916883,-0.2525992
DW Lawrence,3.7647562,-0.2498464
DW Lawrence,4.9818995,-0.4553204
AAP Atkinson,6.9940576,-0.343929
AAP Atkinson,11.5387088,-0.4831374
AAP Atkinson,5.8700819,-0.2210922
AAP Atkinson,11.5661333,-0.328536
AAP Atkinson,10.6499294,-0.2457872
AAP Atkinson,6.3207186,-0.3813493
JPA Taylor,8.6566236,-0.2784368
JPA Taylor,6.4942784,-0.3275698
JPA Taylor,7.7620138,-0.3066878
JPA Taylor,8.8602497,-0.5050559
JPA Taylor,7.9831832,-0.5008961
JPA Taylor,6.5200405,-0.2754088
JPA Taylor,6.93773,-0.5354376
JPA Taylor,9.6798563,-0.5026659
JPA Taylor,8.6896602,-0.5397023
JPA Taylor,6.8369839,-0.4382871
JPA Taylor,5.6247195,-0.6739676
JPA Taylor,8.2474181,-0.2553208
JPA Taylor,7.230228,-0.4343269
JPA Taylor,10.3644254,-0.4162192
JPA Taylor,7.3872577,-0.4072721
AAP Atkinson,12.8197732,-0.4246802
JPA Taylor,7.4973302,-0.3461103
JPA Taylor,5.4402832,-0.5787128
JPA Taylor,8.7539884,-0.6576384
JPA Taylor,5.5791622,-0.6420627
JPA Taylor,7.0444209,-0.5349268
JPA Taylor,7.7217024,-0.5193374
JPA Taylor,7.2573279,-0.3593397
JPA Taylor,5.7174315,-0.3196673
JPA Taylor,4.1194938,-0.428109
JPA Taylor,7.3559956,-0.3108057
JPA Taylor,5.900667,-0.1862131
JPA Taylor,5.9347334,-0.5319143
JPA Taylor,8.0576946,-0.3955507
JPA Taylor,4.2304275,-0.482819
JPA Taylor,4.4550962,0.2038114
JPA Taylor,8.2862541,-0.4124601
JPA Taylor,5.8080315,-0.2745049
DJ Worrall,7.9314317,-0.0902397
DJ Worrall,8.6982742,-0.543674
DJ Worrall,8.9071096,-0.6790399
DJ Worrall,7.1275772,-0.4337888
DJ Worrall,3.638687,-0.704311
DJ Worrall,6.0628702,-0.2483669
DJ Worrall,4.8191089,-0.2058497
DJ Worrall,5.7154993,-0.1162861
DJ Worrall,6.0206559,-0.4219628
DJ Worrall,5.5107604,-0.5143085
DJ Worrall,5.528094,-0.6390557
DJ Worrall,6.1456862,-0.7821087
DJ Worrall,4.3173006,-0.5681778
DJ Worrall,6.3926327,0.0520317
DJ Worrall,5.4528236,-0.254502
DJ Worrall,4.7385085,-0.7153319
DJ Worrall,4.6925371,-0.1346874
DJ Worrall,6.5890085,-0.4635258
DJ Worrall,7.002167,-0.3156841
DJ Worrall,6.0706445,-0.2978194
DJ Worrall,6.5709785,-0.4222772
DJ Worrall,6.5171365,-0.2953843
DJ Worrall,7.3308847,-0.3234887
DJ Worrall,7.3609767,-0.36015
DJ Worrall,7.2701301,-0.3590593
DJ Worrall,6.7271913,-0.3945074
DJ Worrall,6.114276,-0.2782173
DJ Worrall,8.0342666,-0.4317569
DW Lawrence,4.8473146,-0.1171125
DW Lawrence,4.9373185,-0.4069421
DW Lawrence,5.817681,-0.1528116
DW Lawrence,4.0170523,-0.3736986
DW Lawrence,5.0169889,-0.0065428
DW Lawrence,6.9025132,-0.3892569
DW Lawrence,4.0310934,-0.1340683
DW Lawrence,4.9984458,-0.6583736
DW Lawrence,3.4943972,-0.2647651
AAP Atkinson,10.6431071,0.2967835
AAP Atkinson,9.4470978,-0.3744504
AAP Atkinson,8.6970167,-0.1108318
AAP Atkinson,8.6039799,-0.0854622
AAP Atkinson,7.4202844,-0.249729
AAP Atkinson,10.0322444,-0.1745639
AAP Atkinson,6.8087869,-0.2416659
JH Davey,4.4984601,0.3141968
JH Davey,6.4967376,-0.4299892
JH Davey,5.0194846,-0.2739641
JH Davey,5.7483836,-0.2653884
JH Davey,8.0237265,-0.2557756
L Gregory,5.5296098,0.1917703
L Gregory,4.9681096,-0.1628152
L Gregory,6.6701837,-0.505759
L Gregory,8.4443414,-0.5547803
L Gregory,7.2294449,-0.5068162
JH Davey,7.5350018,0.6089428
JH Davey,7.7728194,0.4437384
JH Davey,8.2475955,0.2681474
JH Davey,8.4884132,0.5370719
JH Davey,7.7470976,0.5698032
JH Davey,5.4056909,0.4354545
L Gregory,8.8292088,0.3662639
L Gregory,6.4268475,-0.1345287
L Gregory,5.9174409,-0.5187959
L Gregory,6.8360249,0.4105859
L Gregory,8.6331861,0.4840113
L Gregory,8.2424838,0.6303234
JH Davey,6.2795487,-0.4036047
JH Davey,7.750679,0.1924529
JH Davey,3.8492924,-0.3565503
